FID,Person Key,Crash Key,FDOT Crash Number,FLHSMV Crash Number,Crash Date,Crash Time,Crash Time Slot,Crash Day,FDOT Managing District,FDOT County Code,County,FDOT Roadway ID,FDOT Mile Post,Road System,SSO Latitude,SSO Longitude,CITY,Person Type Code,Person Type,Person Gender Code,Person Gender,Person Age,Person Injury Code,Person Injury,Person Location Code,Person Location at Crash Time,Person Action Code,Person Action Prior to Crash,Person Action/Circumstance Code,Person Action/Circumstance,Suspected Alcohol Code,Suspected Alcohol Use,Suspected Drug Code,Suspected Drug Use,x,y
233,2016-844886930-2,2016-844886930,844886930,84488693,9/13/2016 7:55,7:55 AM,3: 6A-9A,2: Mon,2,35,Madison,35090000,29.711,On-system,30.3678168,-83.2460744,Jacksonville,1,Pedestrian,1,Male,61,5,Fatal,5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9266911.026,3550918.163
234,2016-844977070-1,2016-844977070,844977070,84497707,2/16/2016 18:50,6:50 PM,7: 6P-9P,2: Mon,5,92,Osceola,92010000,13.138,On-system,28.324538,-81.4037088,Jacksonville,1,Pedestrian,2,Female,51,4,Serious (Incapacitating),77,Other,1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-9061819.758,3289953.234
235,2016-845065900-3,2016-845065900,845065900,84506590,4/24/2016 20:58,8:58 PM,7: 6P-9P,7: Sat,5,77,Seminole,77000000,0,Off-system,28.640193,-81.129901,Jacksonville,1,Pedestrian,1,Male,67,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,88,Unknown,-9031339.606,3329930.569
236,2016-845067460-3,2016-845067460,845067460,84506746,1/4/2016 19:40,7:40 PM,7: 6P-9P,1: Sun,2,35,Madison,35000000,0,Off-system,30.461653,-83.638062,Jacksonville,1,Pedestrian,1,Male,22,4,Serious (Incapacitating),5,Travel lane (other location),7,Adjacent to roadway (shoulder median),3,Failure to yield right-of-way,1,No,1,No,-9310546.899,3563030.873
237,2016-845119220-2,2016-845119220,845119220,84511922,5/10/2016 10:05,10:05 AM,4: 9A-12P,2: Mon,4,88,Indian River,88010000,21.052,On-system,27.8366708,-80.4845612,Jacksonville,1,Pedestrian,1,Male,87,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-8959500.684,3228397.93
238,2016-845341590-2,2016-845341590,845341590,84534159,9/28/2016 6:50,6:50 AM,3: 6A-9A,3: Tue,5,75,Orange,75003000,7.577,On-system,28.5611166,-81.3108404,Jacksonville,1,Pedestrian,1,Male,66,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9051481.693,3319904.403
239,2016-845351150-2,2016-845351150,845351150,84535115,1/12/2016 19:45,7:45 PM,7: 6P-9P,2: Mon,5,73,Flagler,73000000,0,Off-system,29.459444,-81.416432,Jacksonville,1,Pedestrian,2,Female,48,5,Fatal,5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",2,Yes,1,No,-9063236.103,3434254.651
240,2016-845471230-1,2016-845471230,845471230,84547123,6/17/2016 5:17,5:17 AM,2: 3A-6A,5: Thr,1,1,Charlotte,1000000,0,Off-system,27.017466,-82.066649,Jacksonville,2,"Other pedestrian (wheelchair, etc)",2,Female,14,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9135617.941,3125654.684
241,2016-845567560-6,2016-845567560,845567560,84556756,2/18/2016 20:18,8:18 PM,7: 6P-9P,4: Wed,1,7,Hendry,7010000,22.042,On-system,26.7683602,-81.2346663,Jacksonville,1,Pedestrian,2,Female,72,4,Serious (Incapacitating),5,Travel lane (other location),77,Other,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9043002.022,3094561.718
242,2016-845626410-1,2016-845626410,845626410,84562641,6/28/2016 22:24,10:24 PM,8: 9P-12A,2: Mon,1,3,Collier,3010000,16.956,On-system,26.09572,-81.7376054,Jacksonville,3,Bicyclist,1,Male,35,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",2,Yes,1,No,-9098988.961,3010941.7
243,2016-845685680-1,2016-845685680,845685680,84568568,3/27/2016 16:45,4:45 PM,6: 3P-6P,7: Sat,4,88,Indian River,88000000,0,Off-system,27.623749,-80.413823,Jacksonville,3,Bicyclist,1,Male,38,4,Serious (Incapacitating),1,Intersection (marked crosswalk),5,Walking/cycling on sidewalk,3,Failure to yield right-of-way,1,No,1,No,-8951626.141,3201620.077
244,2016-845791680-2,2016-845791680,845791680,84579168,6/10/2016 10:56,10:56 AM,4: 9A-12P,5: Thr,6,87,Miami-Dade,87060000,3.486,On-system,25.7743853,-80.1357272,Jacksonville,1,Pedestrian,2,Female,83,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-8920668.643,2971164.903
245,2016-845913380-4,2016-845913380,845913380,84591338,12/24/2016 10:45,10:45 AM,4: 9A-12P,6: Fri,2,72,Duval,72120000,20.088,On-system,30.3077433,-81.7467513,Jacksonville,1,Pedestrian,1,Male,27,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9100007.094,3543169.769
246,2016-846242480-2,2016-846242480,846242480,84624248,10/13/2016 16:43,4:43 PM,6: 3P-6P,4: Wed,1,16,Polk,16000000,0,Off-system,28.239366,-81.972892,Jacksonville,1,Pedestrian,1,Male,5,5,Fatal,77,Other,6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9125180.96,3279186.686
247,2016-846263150-1,2016-846263150,846263150,84626315,5/2/2016 6:17,6:17 AM,3: 6A-9A,1: Sun,1,16,Polk,16000000,0,Off-system,27.967513,-81.902002,Jacksonville,1,Pedestrian,1,Male,17,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No,88,Unknown,-9117289.518,3244879.194
248,2016-846391680-1,2016-846391680,846391680,84639168,9/10/2016 16:20,4:20 PM,6: 3P-6P,6: Fri,4,88,Indian River,88000000,0,Off-system,27.81198,-80.479753,Jacksonville,1,Pedestrian,2,Female,95,5,Fatal,10,Driveway access,77,Other,1,No improper action,1,No,1,No,-8958965.437,3225290.037
249,2016-846430210-3,2016-846430210,846430210,84643021,2/6/2016 20:20,8:20 PM,7: 6P-9P,6: Fri,1,1,Charlotte,1010101,1.528,On-system,26.9341583,-82.0520926,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-9133997.529,3115248.72
250,2016-846448370-1,2016-846448370,846448370,84644837,4/23/2016 17:14,5:14 PM,6: 3P-6P,6: Fri,1,9,Highlands,9000000,0,Off-system,27.596647,-81.502147,Jacksonville,1,Pedestrian,2,Female,3,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9072777.849,3198215.368
251,2016-846450330-3,2016-846450330,846450330,84645033,5/18/2016 20:50,8:50 PM,7: 6P-9P,3: Tue,1,9,Highlands,9590000,0,On-system,27.507587,-81.432876,Jacksonville,3,Bicyclist,1,Male,67,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-9065066.634,3187033.07
252,2016-846581430-2,2016-846581430,846581430,84658143,1/2/2016 17:50,5:50 PM,6: 3P-6P,6: Fri,2,72,Duval,72100000,1.076,On-system,30.3053647,-81.6338602,Jacksonville,3,Bicyclist,1,Male,71,5,Fatal,88,Unknown,1,Crossing roadway,88,Unknown,1,No,1,No,-9087440.11,3542863.071
253,2016-847019850-2,2016-847019850,847019850,84701985,2/24/2016 17:55,5:55 PM,6: 3P-6P,3: Tue,6,87,Miami-Dade,87000000,0,Off-system,25.477188,-80.475331,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),9,Median/crossing island,1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-8958473.175,2934471.776
254,2016-847021380-2,2016-847021380,847021380,84702138,3/15/2016 13:25,1:25 PM,5: 12P-3P,2: Mon,6,87,Miami-Dade,87020000,2.666,On-system,25.4722612,-80.4690043,Jacksonville,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-8957768.89,2933864.262
255,2016-847022790-2,2016-847022790,847022790,84702279,4/3/2016 18:45,6:45 PM,7: 6P-9P,7: Sat,6,87,Miami-Dade,87000000,0,Off-system,25.44643,-80.480732,Jacksonville,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),77,Other,77,Other,1,No improper action,1,No,1,No,-8959074.412,2930679.471
256,2016-847200920-3,2016-847200920,847200920,84720092,6/28/2016 21:15,9:15 PM,8: 9P-12A,2: Mon,7,15,Pinellas,15045000,1.63,On-system,27.9608312,-82.7887118,Jacksonville,1,Pedestrian,1,Male,53,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown,88,Unknown,-9215997.63,3244037.048
257,2016-847252810-2,2016-847252810,847252810,84725281,1/1/2016 16:24,4:24 PM,6: 3P-6P,5: Thr,6,90,Monroe,90010000,3.127,On-system,24.5709909,-81.7638818,Jacksonville,3,Bicyclist,1,Male,45,4,Serious (Incapacitating),10,Driveway access,5,Walking/cycling on sidewalk,2,Dart/dash,1,No,1,No,-9101914.033,2823142.343
258,2016-847254840-2,2016-847254840,847254840,84725484,2/4/2016 13:39,1:39 PM,5: 12P-3P,4: Wed,6,90,Monroe,90010000,3.419,On-system,24.5720079,-81.759461,Jacksonville,3,Bicyclist,1,Male,52,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,2,Yes,1,No,-9101421.912,2823266.828
259,2016-847254980-2,2016-847254980,847254980,84725498,2/5/2016 19:00,7:00 PM,7: 6P-9P,5: Thr,6,90,Monroe,90010000,1.703,On-system,24.5599308,-81.7827531,Jacksonville,3,Bicyclist,1,Male,37,4,Serious (Incapacitating),10,Driveway access,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-9104014.777,2821788.607
260,2016-847255360-3,2016-847255360,847255360,84725536,2/12/2016 19:51,7:51 PM,7: 6P-9P,5: Thr,6,90,Monroe,90010000,3.603,On-system,24.5721932,-81.7565409,Jacksonville,3,Bicyclist,1,Male,22,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9101096.848,2823289.509
261,2016-847256880-2,2016-847256880,847256880,84725688,3/4/2016 16:53,4:53 PM,6: 3P-6P,5: Thr,6,90,Monroe,90003000,2.737,On-system,24.5677353,-81.75171,Jacksonville,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9100559.074,2822743.851
262,2016-847414730-2,2016-847414730,847414730,84741473,2/3/2016 23:55,11:55 PM,8: 9P-12A,3: Tue,3,46,Bay,46020003,7.432,On-system,30.1617266,-85.5911763,Jacksonville,1,Pedestrian,2,Female,24,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-9527966.649,3524355.996
263,2016-847415060-2,2016-847415060,847415060,84741506,2/25/2016 19:30,7:30 PM,7: 6P-9P,4: Wed,3,46,Bay,46020003,8.542,On-system,30.1456525,-85.5912497,Jacksonville,1,Pedestrian,1,Male,74,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9527974.82,3522286.608
264,2016-847417010-2,2016-847417010,847417010,84741701,5/29/2016 23:28,11:28 PM,8: 9P-12A,7: Sat,3,46,Bay,46000000,0,Off-system,30.191118,-85.8213,Jacksonville,3,Bicyclist,1,Male,0,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,77,Other,1,No,1,No,-9553583.91,3528140.733
265,2016-847441840-2,2016-847441840,847441840,84744184,8/7/2016 18:44,6:44 PM,7: 6P-9P,7: Sat,5,79,Volusia,79000000,0,Off-system,28.878371,-81.247267,Jacksonville,2,"Other pedestrian (wheelchair, etc)",1,Male,15,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown,88,Unknown,-9044404.734,3360175.168
266,2016-847752440-2,2016-847752440,847752440,84775244,1/11/2016 18:54,6:54 PM,7: 6P-9P,1: Sun,4,86,Broward,86000000,0,Off-system,26.01852,-80.169394,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",2,Yes,1,No,-8924416.416,3001375.494
267,2016-847752780-3,2016-847752780,847752780,84775278,1/13/2016 11:39,11:39 AM,4: 9A-12P,3: Tue,4,86,Broward,86040000,14.973,On-system,26.0103134,-80.1917481,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-8926904.863,3000358.946
268,2016-847755870-2,2016-847755870,847755870,84775587,1/28/2016 19:15,7:15 PM,7: 6P-9P,4: Wed,4,86,Broward,86000000,0,Off-system,26.031474,-80.232891,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-8931484.871,3002980.244
269,2016-847761410-2,2016-847761410,847761410,84776141,2/23/2016 19:19,7:19 PM,7: 6P-9P,2: Mon,4,86,Broward,86000000,0,Off-system,26.031566,-80.230084,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-8931172.398,3002991.642
270,2016-847763290-2,2016-847763290,847763290,84776329,3/5/2016 8:48,8:48 AM,3: 6A-9A,6: Fri,4,86,Broward,86000000,0,Off-system,26.040801,-80.151585,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-8922433.926,3004135.789
271,2016-847767320-1,2016-847767320,847767320,84776732,3/23/2016 10:40,10:40 AM,4: 9A-12P,3: Tue,4,86,Broward,86000000,0,Off-system,26.025808,-80.167057,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,6,"In roadway, other (working, playing, etc)",1,No improper action,1,No,1,No,-8924156.262,3002278.315
272,2016-847778050-1,2016-847778050,847778050,84777805,5/15/2016 13:21,1:21 PM,5: 12P-3P,7: Sat,4,86,Broward,86010000,3.763,On-system,26.0279894,-80.1432718,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-8921508.505,3002548.552
273,2016-847778220-2,2016-847778220,847778220,84777822,5/16/2016 7:23,7:23 AM,3: 6A-9A,1: Sun,4,86,Broward,86230000,4.075,On-system,26.033535,-80.1429662,Jacksonville,2,"Other pedestrian (wheelchair, etc)",0,N/A,0,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-8921474.486,3003235.579
274,2016-847779380-2,2016-847779380,847779380,84777938,5/21/2016 0:20,12:20 AM,1: 12A-3A,6: Fri,4,86,Broward,86000000,0,Off-system,26.025108,-80.198758,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),7,Shoulder/roadside,77,Other,1,No improper action,1,No,1,No,-8927685.202,3002191.598
275,2016-847786610-2,2016-847786610,847786610,84778661,6/30/2016 12:44,12:44 PM,5: 12P-3P,4: Wed,4,86,Broward,86000000,0,Off-system,26.021663,-80.13925,Jacksonville,1,Pedestrian,0,N/A,0,5,Fatal,7,Shoulder/roadside,4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-8921060.8,3001764.835
276,2016-847795210-2,2016-847795210,847795210,84779521,8/17/2016 5:40,5:40 AM,2: 3A-6A,3: Tue,4,86,Broward,86010000,3.518,On-system,26.024435,-80.1432546,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),77,Other,1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-8921506.59,3002108.226
277,2016-847796490-2,2016-847796490,847796490,84779649,8/22/2016 15:42,3:42 PM,6: 3P-6P,1: Sun,4,86,Broward,86000000,0,Off-system,26.015099,-80.148447,Jacksonville,3,Bicyclist,0,N/A,0,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-8922084.606,3000951.728
278,2016-847801290-2,2016-847801290,847801290,84780129,9/18/2016 1:57,1:57 AM,1: 12A-3A,7: Sat,4,86,Broward,86016000,4.504,On-system,26.0474743,-80.1792558,Jacksonville,1,Pedestrian,0,N/A,0,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",88,Unknown,88,Unknown,-8925514.227,3004962.617
279,2016-847804960-3,2016-847804960,847804960,84780496,10/8/2016 22:25,10:25 PM,8: 9P-12A,6: Fri,4,86,Broward,86040000,16.789,On-system,26.0109212,-80.1637091,Jacksonville,1,Pedestrian,0,N/A,0,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,88,Unknown,-8923783.575,3000434.232
280,2016-847808270-2,2016-847808270,847808270,84780827,10/29/2016 1:01,1:01 AM,1: 12A-3A,6: Fri,4,86,Broward,86230000,3.178,On-system,26.0332843,-80.1573828,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-8923079.335,3003204.52
281,2016-847814020-2,2016-847814020,847814020,84781402,11/28/2016 12:43,12:43 PM,5: 12P-3P,1: Sun,4,86,Broward,86000000,0,Off-system,26.003022,-80.180712,Jacksonville,1,Pedestrian,0,N/A,0,5,Fatal,7,Shoulder/roadside,77,Other,1,No improper action,1,No,1,No,-8925676.33,2999455.824
282,2016-847814970-2,2016-847814970,847814970,84781497,12/2/2016 20:23,8:23 PM,7: 6P-9P,5: Thr,4,86,Broward,86030000,2.325,On-system,26.0088513,-80.1179409,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No,1,No,-8918688.681,3000177.844
283,2016-847819460-2,2016-847819460,847819460,84781946,12/26/2016 18:49,6:49 PM,7: 6P-9P,1: Sun,4,86,Broward,86100000,4.091,On-system,26.0321284,-80.2083778,Jacksonville,1,Pedestrian,0,N/A,0,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,2,Yes,88,Unknown,-8928756.074,3003061.316
284,2016-848011580-2,2016-848011580,848011580,84801158,1/15/2016 6:57,6:57 AM,3: 6A-9A,5: Thr,7,15,Pinellas,15150000,31.36,On-system,28.1473157,-82.7402795,Jacksonville,1,Pedestrian,2,Female,27,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9210606.17,3267560.315
285,2016-848015740-2,2016-848015740,848015740,84801574,7/25/2016 10:12,10:12 AM,4: 9A-12P,1: Sun,7,15,Pinellas,15000000,0,Off-system,28.145582,-82.754928,Jacksonville,1,Pedestrian,1,Male,82,4,Serious (Incapacitating),77,Other,6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9212236.835,3267341.437
286,2016-848018370-2,2016-848018370,848018370,84801837,12/2/2016 18:55,6:55 PM,7: 6P-9P,5: Thr,7,15,Pinellas,15000000,0,Off-system,28.141339,-82.74203,Jacksonville,1,Pedestrian,1,Male,70,5,Fatal,77,Other,1,Crossing roadway,2,Dart/dash,1,No,1,No,-9210801.035,3266805.777
287,2016-848151370-3,2016-848151370,848151370,84815137,5/29/2016 1:08,1:08 AM,1: 12A-3A,7: Sat,3,58,Santa Rosa,58030000,1.237,On-system,30.3590094,-87.1666737,Jacksonville,1,Pedestrian,1,Male,70,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,88,Unknown,88,Unknown,88,Unknown,-9703350.268,3549781.853
288,2016-848500460-2,2016-848500460,848500460,84850046,9/20/2016 9:55,9:55 AM,4: 9A-12P,2: Mon,3,53,Jackson,53010000,12.347,On-system,30.7853897,-85.2520589,Jacksonville,1,Pedestrian,1,Male,51,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown,88,Unknown,-9490216.265,3604909.908
289,2016-848553710-2,2016-848553710,848553710,84855371,4/21/2016 3:27,3:27 AM,2: 3A-6A,4: Wed,5,75,Orange,75000000,0,Off-system,28.469368,-81.41755,Jacksonville,1,Pedestrian,1,Male,51,5,Fatal,77,Other,1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown,88,Unknown,-9063360.555,3308280.951
290,2016-848643210-1,2016-848643210,848643210,84864321,7/17/2016 5:30,5:30 AM,2: 3A-6A,7: Sat,5,79,Volusia,79002000,32.155,On-system,29.2139374,-81.1009091,Jacksonville,1,Pedestrian,1,Male,51,5,Fatal,5,Travel lane (other location),4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),6,"Disabled vehicle related (working on, pushing, leaving/approaching)",2,Yes,2,Yes,-9028112.243,3402904.456
291,2016-848643250-2,2016-848643250,848643250,84864325,10/5/2016 6:50,6:50 AM,3: 6A-9A,3: Tue,5,79,Volusia,79050000,6.364,On-system,29.1307697,-81.3515165,Jacksonville,1,Pedestrian,1,Male,27,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),12,Wrong-way riding/walking,88,Unknown,88,Unknown,-9056009.739,3392301.338
292,2016-848643270-3,2016-848643270,848643270,84864327,10/23/2016 19:45,7:45 PM,7: 6P-9P,7: Sat,5,79,Volusia,79060066,0,On-system,29.1480836,-81.113558,Jacksonville,1,Pedestrian,1,Male,26,5,Fatal,5,Travel lane (other location),1,Crossing roadway,9,"Not visible (dark clothing, no lighting, etc)",1,No,1,No,-9029520.313,3394507.994
293,2016-848644520-2,2016-848644520,848644520,84864452,6/11/2016 5:52,5:52 AM,2: 3A-6A,6: Fri,5,75,Orange,75080000,0,On-system,28.444432,-81.261809,Jacksonville,3,Bicyclist,1,Male,65,4,Serious (Incapacitating),6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9046023.541,3305123.604
294,2016-848775390-3,2016-848775390,848775390,84877539,9/3/2016 19:55,7:55 PM,7: 6P-9P,6: Fri,7,10,Hillsborough,10110000,9.137,On-system,27.9376625,-82.290551,Jacksonville,3,Bicyclist,1,Male,47,5,Fatal,5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,88,Unknown,88,Unknown,-9160542.608,3241117.38
